viewCount,likeCount,subscribers,totalViews,totalVideos,durationSecs,title length,Label
60768,640,47500,5917076,253,552,54,0
44219,472,47500,5917076,253,588,61,0
46649,598,47500,5917076,253,419,70,0
42117,476,47500,5917076,253,211,58,0
40905,490,47500,5917076,253,279,55,0
29555,364,47500,5917076,253,641,56,0
28814,347,47500,5917076,253,742,62,0
41391,391,47500,5917076,253,610,60,0
25464,288,47500,5917076,253,659,53,0
39518,404,47500,5917076,253,545,60,0
35430,367,47500,5917076,253,475,63,0
42882,501,47500,5917076,253,769,64,0
83470,982,47500,5917076,253,784,49,0
41268,493,47500,5917076,253,276,66,0
45030,606,47500,5917076,253,337,63,0
46313,687,47500,5917076,253,313,63,0
583005,12279,988000,123211115,1924,367,37,1
304116,6087,988000,123211115,1924,782,53,1
214260,3902,988000,123211115,1924,397,47,1
168490,3127,988000,123211115,1924,332,52,1
175157,3495,988000,123211115,1924,369,44,1
153709,2875,988000,123211115,1924,400,38,1
186427,3591,988000,123211115,1924,441,37,1
187347,4410,988000,123211115,1924,402,52,1
136366,2870,988000,123211115,1924,260,49,1
145967,2859,988000,123211115,1924,404,42,1
165130,3543,988000,123211115,1924,536,31,1
123282,2507,988000,123211115,1924,177,44,1
121064,2505,988000,123211115,1924,271,44,1
158141,3119,988000,123211115,1924,236,53,1
120808,2888,988000,123211115,1924,260,48,1
